Frequency (Hz) - Left Channel (Power Spectrum)	Amplitude - Left Channel (Power Spectrum)	Frequency (Hz) - Right Channel (Power Spectrum)	Amplitude - Right Channel (Power Spectrum)	
8272	1.09024E-10	8272	5.84505E-10	
8274.666667	7.92782E-10	8274.666667	7.35577E-10	
8277.333333	2.64329E-9	8277.333333	4.53202E-10	
8280	2.22871E-9	8280	3.79222E-11	
8282.666667	3.82667E-9	8282.666667	5.22555E-10	
8285.333333	3.26218E-9	8285.333333	1.81134E-10	
8288	5.46419E-10	8288	7.00092E-10	
8290.666667	4.19008E-9	8290.666667	9.62653E-10	
8293.333333	7.17563E-12	8293.333333	9.66601E-10	
8296	6.78762E-9	8296	1.16182E-9	
8298.666667	5.48416E-10	8298.666667	2.40705E-9	
8301.333333	2.57533E-9	8301.333333	2.30804E-9	
8304	3.95646E-9	8304	3.60085E-9	
8306.666667	3.18478E-9	8306.666667	1.99124E-9	
8309.333333	3.95412E-9	8309.333333	1.97152E-9	
8312	2.6507E-9	8312	9.99019E-10	
8314.666667	1.87753E-9	8314.666667	5.82465E-10	
8317.333333	1.19733E-9	8317.333333	1.51547E-10	
8320	9.36242E-9	8320	2.09632E-9	
8322.666667	7.01649E-10	8322.666667	7.84433E-10	
8325.333333	3.43042E-9	8325.333333	9.30804E-10	
8328	5.37608E-9	8328	3.04442E-9	
8330.666667	1.4387E-9	8330.666667	4.26777E-9	
8333.333333	3.95032E-9	8333.333333	2.03604E-9	
8336	3.28413E-9	8336	3.32735E-9	
8338.666667	1.71215E-9	8338.666667	2.45751E-9	
8341.333333	5.05921E-9	8341.333333	4.62169E-9	
8344	1.71442E-9	8344	2.19859E-11	
8346.666667	1.78219E-9	8346.666667	2.66332E-9	
8349.333333	7.09577E-9	8349.333333	5.32439E-9	
8352	2.24364E-9	8352	1.87796E-9	
8354.666667	3.89751E-9	8354.666667	3.72825E-9	
8357.333333	1.50707E-9	8357.333333	2.37581E-9	
8360	3.23802E-9	8360	2.24031E-9	
8362.666667	2.29332E-10	8362.666667	1.33676E-9	
8365.333333	6.91369E-10	8365.333333	1.8881E-9	
8368	3.14161E-9	8368	5.55091E-9	
8370.666667	1.35358E-9	8370.666667	2.51404E-10	
8373.333333	2.12985E-9	8373.333333	3.43771E-9	
8376	3.3551E-10	8376	7.06439E-10	
8378.666667	5.19061E-9	8378.666667	3.46559E-9	
8381.333333	5.78633E-11	8381.333333	2.91599E-10	
8384	4.9226E-9	8384	4.10749E-11	
8386.666667	1.73176E-9	8386.666667	7.89785E-10	
8389.333333	5.73273E-9	8389.333333	2.47867E-9	
8392	6.47043E-10	8392	8.41452E-10	
8394.666667	6.35181E-9	8394.666667	4.48969E-9	
8397.333333	1.21834E-9	8397.333333	2.13232E-10	
8400	1.90537E-9	8400	9.01128E-10	
8402.666667	4.02625E-9	8402.666667	1.2451E-9	
8405.333333	1.13884E-9	8405.333333	1.3217E-9	
8408	1.3941E-9	8408	4.31158E-9	
8410.666667	1.81622E-9	8410.666667	1.11862E-9	
8413.333333	4.09827E-9	8413.333333	6.37451E-10	
8416	5.69602E-10	8416	1.82063E-9	
8418.666667	7.43778E-9	8418.666667	1.98515E-9	
8421.333333	8.56653E-9	8421.333333	8.12983E-10	
8424	3.13338E-9	8424	3.32238E-9	
8426.666667	3.61352E-9	8426.666667	1.36849E-9	
8429.333333	1.08667E-9	8429.333333	1.22882E-9	
8432	3.47375E-9	8432	1.71063E-9	
8434.666667	3.84992E-9	8434.666667	1.60055E-9	
8437.333333	1.41894E-10	8437.333333	2.14398E-9	
8440	2.92133E-9	8440	2.65922E-10	
8442.666667	8.26181E-9	8442.666667	1.20774E-9	
8445.333333	2.35191E-9	8445.333333	2.32856E-9	
8448	8.44684E-9	8448	1.24783E-9	
8450.666667	1.16772E-9	8450.666667	1.0597E-9	
8453.333333	3.79525E-9	8453.333333	6.78247E-10	
8456	3.64244E-9	8456	7.19293E-10	
8458.666667	1.4327E-9	8458.666667	1.82043E-10	
8461.333333	5.01617E-9	8461.333333	1.0585E-9	
8464	7.19399E-9	8464	1.27409E-9	
8466.666667	2.34475E-9	8466.666667	1.24558E-9	
8469.333333	3.07814E-9	8469.333333	3.23779E-11	
8472	3.05933E-9	8472	3.31817E-9	
8474.666667	1.1986E-9	8474.666667	2.06836E-9	
8477.333333	4.15616E-9	8477.333333	1.8994E-9	
8480	4.39576E-10	8480	6.59581E-10	
8482.666667	4.51103E-9	8482.666667	4.2215E-10	
8485.333333	3.14518E-11	8485.333333	5.49831E-10	
8488	2.85099E-9	8488	1.04238E-9	
8490.666667	1.6263E-9	8490.666667	1.76875E-10	
8493.333333	2.96166E-9	8493.333333	6.23672E-9	
8496	2.10898E-9	8496	7.50109E-10	
8498.666667	4.89681E-10	8498.666667	7.81857E-10	
8501.333333	1.10144E-8	8501.333333	1.6857E-10	
8504	1.08723E-9	8504	6.55397E-10	
8506.666667	9.52263E-9	8506.666667	2.6823E-9	
8509.333333	1.34502E-9	8509.333333	3.1176E-9	
8512	3.30695E-9	8512	1.56618E-9	
8514.666667	2.24607E-9	8514.666667	8.05076E-10	
8517.333333	2.13497E-9	8517.333333	2.78741E-9	
8520	1.5343E-9	8520	6.11512E-10	
8522.666667	3.66215E-9	8522.666667	8.99421E-10	
8525.333333	3.2524E-10	8525.333333	4.25134E-10	
8528	6.94775E-10	8528	5.026E-10	
8530.666667	5.11152E-9	8530.666667	2.04908E-9	
8533.333333	1.11299E-9	8533.333333	1.89888E-10	
8536	1.36873E-9	8536	1.22784E-9	
8538.666667	3.02565E-10	8538.666667	1.29865E-10	
8541.333333	2.61822E-9	8541.333333	3.56383E-9	
8544	1.67259E-9	8544	2.67698E-9	
8546.666667	1.40708E-9	8546.666667	2.36795E-9	
8549.333333	3.45259E-9	8549.333333	2.22079E-9	
8552	8.44004E-9	8552	3.11109E-9	
8554.666667	3.01875E-9	8554.666667	1.05468E-9	
8557.333333	3.37629E-9	8557.333333	2.24186E-9	
8560	3.98466E-9	8560	6.9809E-10	
8562.666667	4.02839E-9	8562.666667	3.23153E-10	
8565.333333	4.15049E-9	8565.333333	2.96596E-9	
8568	8.61249E-10	8568	2.09446E-9	
8570.666667	8.37504E-10	8570.666667	7.61812E-10	
8573.333333	8.60032E-10	8573.333333	3.64363E-9	
8576	1.42973E-9	8576	4.65922E-9	
8578.666667	1.66293E-9	8578.666667	3.93671E-9	
8581.333333	6.6154E-10	8581.333333	2.67476E-9	
8584	5.11562E-11	8584	2.19817E-10	
8586.666667	5.48073E-12	8586.666667	1.03428E-9	
8589.333333	2.27274E-9	8589.333333	4.12809E-9	
8592	2.90538E-10	8592	1.93858E-9	
8594.666667	6.91661E-9	8594.666667	1.877E-9	
8597.333333	4.61255E-10	8597.333333	1.42662E-9	
8600	1.80876E-9	8600	5.83759E-10	
8602.666667	8.39848E-10	8602.666667	2.50465E-10	
8605.333333	1.82967E-8	8605.333333	4.67939E-9	
8608	6.96767E-9	8608	3.14758E-9	
8610.666667	4.55251E-9	8610.666667	1.24212E-9	
8613.333333	1.33552E-8	8613.333333	2.44605E-9	
8616	2.60565E-9	8616	1.30368E-9	
8618.666667	5.08336E-9	8618.666667	1.36588E-9	
8621.333333	1.34592E-11	8621.333333	7.62021E-10	
8624	3.57048E-9	8624	5.31768E-10	
8626.666667	1.72153E-9	8626.666667	7.88059E-10	
8629.333333	5.54304E-9	8629.333333	2.54065E-10	
8632	3.76258E-10	8632	1.79543E-9	
8634.666667	1.23134E-9	8634.666667	1.77057E-10	
8637.333333	3.60537E-10	8637.333333	4.2444E-10	
8640	4.28312E-9	8640	1.11473E-9	
8642.666667	1.56067E-9	8642.666667	1.77546E-9	
8645.333333	2.29787E-9	8645.333333	4.38024E-9	
8648	3.05549E-9	8648	3.18408E-10	
8650.666667	1.50298E-9	8650.666667	1.46337E-9	
8653.333333	9.59218E-9	8653.333333	9.89707E-10	
8656	3.0241E-9	8656	2.16981E-10	
8658.666667	5.04679E-9	8658.666667	2.71569E-9	
8661.333333	1.87426E-9	8661.333333	2.46275E-10	
8664	1.13188E-9	8664	3.25597E-11	
8666.666667	1.0357E-9	8666.666667	7.54893E-10	
8669.333333	5.83468E-9	8669.333333	6.19175E-9	
8672	6.91359E-9	8672	4.59713E-9	
8674.666667	5.35039E-9	8674.666667	5.99289E-9	
8677.333333	3.79312E-9	8677.333333	2.31876E-9	
8680	8.55403E-9	8680	1.45749E-9	
8682.666667	1.93622E-8	8682.666667	2.61777E-10	
8685.333333	7.01535E-10	8685.333333	1.11412E-9	
8688	1.10546E-8	8688	1.915E-10	
8690.666667	2.12055E-9	8690.666667	1.2076E-9	
8693.333333	8.97027E-9	8693.333333	2.19676E-9	
8696	6.56095E-10	8696	9.9469E-11	
8698.666667	5.85899E-9	8698.666667	3.5387E-9	
8701.333333	1.27155E-9	8701.333333	9.02542E-10	
8704	1.94375E-9	8704	9.23144E-10	
8706.666667	1.7766E-9	8706.666667	1.23272E-10	
8709.333333	3.60775E-9	8709.333333	2.98493E-9	
8712	3.03694E-9	8712	8.00647E-10	
8714.666667	5.36205E-9	8714.666667	1.52633E-9	
8717.333333	2.58021E-9	8717.333333	6.96213E-9	
8720	1.34956E-9	8720	1.76652E-9	
8722.666667	8.16226E-9	8722.666667	4.24146E-9	
8725.333333	1.87685E-10	8725.333333	1.76688E-10	
8728	1.37531E-9	8728	8.03319E-11	
8730.666667	7.87087E-9	8730.666667	2.40048E-9	
8733.333333	4.90402E-9	8733.333333	1.41553E-9	
8736	5.98901E-9	8736	1.04827E-9	
8738.666667	6.14787E-9	8738.666667	4.98283E-9	
8741.333333	3.37797E-9	8741.333333	4.58906E-10	
8744	1.37862E-9	8744	1.4178E-10	
8746.666667	6.18129E-9	8746.666667	6.19089E-9	
8749.333333	7.56796E-11	8749.333333	1.04262E-9	
8752	1.84765E-8	8752	8.83113E-9	
8754.666667	2.66046E-9	8754.666667	6.11084E-9	
8757.333333	6.1511E-9	8757.333333	6.21454E-11	
8760	2.40365E-9	8760	1.83319E-9	
8762.666667	7.93771E-9	8762.666667	1.01944E-8	
8765.333333	1.93983E-8	8765.333333	8.28277E-10	
8768	1.39498E-9	8768	9.82418E-10	
8770.666667	1.89476E-8	8770.666667	1.78513E-9	
8773.333333	9.14119E-10	8773.333333	1.73527E-9	
8776	6.92969E-9	8776	1.58368E-10	
8778.666667	1.9474E-11	8778.666667	2.16611E-9	
8781.333333	2.01747E-9	8781.333333	3.26596E-9	
8784	5.55937E-9	8784	8.18412E-9	
8786.666667	3.60773E-9	8786.666667	2.70321E-9	
8789.333333	5.80749E-9	8789.333333	3.93345E-9	
8792	7.98641E-9	8792	7.70884E-9	
8794.666667	1.41814E-8	8794.666667	1.25586E-9	
8797.333333	8.9638E-9	8797.333333	3.53344E-9	
8800	7.21016E-9	8800	1.0604E-8	
8802.666667	1.57766E-9	8802.666667	8.63048E-10	
8805.333333	1.01636E-9	8805.333333	3.43583E-9	
8808	2.33749E-10	8808	2.83409E-9	
8810.666667	4.02361E-9	8810.666667	3.46374E-9	
8813.333333	2.38807E-9	8813.333333	1.13703E-9	
8816	4.48928E-9	8816	1.41778E-9	
8818.666667	5.12351E-9	8818.666667	2.21235E-9	
8821.333333	2.51098E-10	8821.333333	8.95881E-10	
8824	8.94038E-10	8824	4.81934E-10	
8826.666667	3.26435E-9	8826.666667	1.16374E-9	
8829.333333	1.24701E-9	8829.333333	1.96922E-9	
8832	7.87818E-10	8832	3.07319E-9	
8834.666667	2.45088E-9	8834.666667	4.43769E-9	
8837.333333	2.30626E-10	8837.333333	8.47987E-9	
8840	5.96934E-10	8840	1.67974E-9	
8842.666667	2.22237E-9	8842.666667	4.95636E-9	
8845.333333	4.85241E-9	8845.333333	1.62475E-10	
8848	8.82019E-11	8848	1.17934E-9	
8850.666667	1.20807E-9	8850.666667	6.88276E-10	
8853.333333	1.22829E-9	8853.333333	4.50669E-9	
8856	5.08986E-9	8856	2.36072E-9	
8858.666667	5.40042E-9	8858.666667	4.69477E-9	
8861.333333	2.23708E-9	8861.333333	1.65222E-9	
8864	2.70333E-9	8864	1.14909E-10	
8866.666667	1.18879E-10	8866.666667	8.2681E-10	
8869.333333	7.46783E-10	8869.333333	4.34159E-9	
8872	2.46801E-9	8872	3.06663E-9	
8874.666667	9.01211E-10	8874.666667	2.84071E-9	
8877.333333	4.76447E-10	8877.333333	3.3683E-9	
8880	3.21561E-9	8880	5.6505E-11	
8882.666667	1.2398E-9	8882.666667	4.99376E-9	
8885.333333	2.00777E-9	8885.333333	6.57167E-11	
8888	9.78863E-9	8888	8.14663E-9	
8890.666667	1.65927E-9	8890.666667	7.44085E-10	
8893.333333	1.92836E-10	8893.333333	8.60251E-10	
8896	2.29359E-11	8896	1.4252E-9	
8898.666667	8.6541E-10	8898.666667	3.87477E-9	
8901.333333	2.65155E-10	8901.333333	4.09992E-10	
8904	4.51225E-9	8904	3.79797E-9	
8906.666667	9.22938E-10	8906.666667	5.57067E-9	
8909.333333	2.42278E-9	8909.333333	8.08688E-9	
8912	9.28462E-10	8912	1.1039E-9	
8914.666667	4.8068E-10	8914.666667	7.36126E-10	
8917.333333	3.2983E-9	8917.333333	1.11925E-9	
8920	8.60424E-9	8920	3.43688E-9	
8922.666667	5.0514E-9	8922.666667	1.8755E-9	
8925.333333	4.10046E-9	8925.333333	2.79322E-9	
8928	3.53058E-9	8928	2.92196E-9	
8930.666667	1.2364E-9	8930.666667	7.37403E-10	
8933.333333	1.57621E-8	8933.333333	7.37716E-10	
8936	1.76197E-9	8936	3.23851E-9	
8938.666667	5.20064E-9	8938.666667	6.63071E-9	
8941.333333	9.16034E-9	8941.333333	4.83388E-9	
8944	1.58604E-8	8944	1.70224E-9	
8946.666667	4.73446E-9	8946.666667	1.75105E-9	
8949.333333	8.34756E-9	8949.333333	6.06263E-9	
8952	7.28581E-9	8952	1.02486E-8	
8954.666667	1.34266E-9	8954.666667	4.52844E-9	
8957.333333	2.11673E-9	8957.333333	5.57062E-10	
8960	1.70338E-9	8960	4.3271E-9	
8962.666667	3.02553E-9	8962.666667	1.34056E-9	
8965.333333	1.72338E-9	8965.333333	1.62805E-9	
8968	4.54165E-9	8968	3.16901E-9	
8970.666667	1.77498E-9	8970.666667	7.77773E-10	
8973.333333	1.18672E-9	8973.333333	1.53919E-9	
8976	3.42346E-10	8976	5.61235E-10	
8978.666667	5.85849E-9	8978.666667	5.77251E-9	
8981.333333	9.58652E-10	8981.333333	2.34754E-10	
8984	6.6905E-10	8984	9.84466E-10	
8986.666667	1.51384E-10	8986.666667	6.42462E-10	
8989.333333	1.94182E-9	8989.333333	1.59179E-9	
8992	3.36726E-10	8992	3.26378E-10	
8994.666667	5.15366E-10	8994.666667	1.5869E-9	
8997.333333	1.33741E-10	8997.333333	4.87316E-10	
9000	2.13266E-11	9000	6.80992E-11	
9002.666667	2.86761E-10	9002.666667	2.11084E-9	
9005.333333	5.92427E-9	9005.333333	2.70559E-9	
9008	6.70112E-10	9008	8.5312E-10	
9010.666667	1.75144E-9	9010.666667	2.32548E-9	
9013.333333	5.52079E-9	9013.333333	4.15241E-9	
9016	1.95052E-9	9016	2.17755E-9	
9018.666667	1.29894E-9	9018.666667	2.28094E-9	
9021.333333	1.65592E-9	9021.333333	3.50556E-9	
9024	9.06157E-10	9024	1.13091E-9	
9026.666667	8.07648E-9	9026.666667	3.59948E-9	
9029.333333	8.13643E-11	9029.333333	6.62623E-10	
9032	5.81048E-9	9032	7.07986E-9	
9034.666667	7.29074E-10	9034.666667	1.27777E-10	
9037.333333	2.87147E-9	9037.333333	2.92696E-9	
9040	4.78908E-9	9040	8.00633E-9	
9042.666667	1.1513E-9	9042.666667	5.71493E-9	
9045.333333	1.0565E-9	9045.333333	4.94245E-10	
9048	8.85986E-10	9048	2.42897E-10	
9050.666667	1.08527E-9	9050.666667	8.27846E-10	
9053.333333	1.17866E-9	9053.333333	2.3122E-9	
9056	2.4134E-9	9056	6.50782E-10	
9058.666667	4.72829E-10	9058.666667	1.74855E-10	
9061.333333	8.05214E-9	9061.333333	3.25387E-9	
9064	8.64368E-10	9064	1.09191E-9	
9066.666667	1.00977E-9	9066.666667	2.00724E-9	
9069.333333	3.8364E-10	9069.333333	1.46576E-10	
9072	4.90227E-9	9072	6.91141E-9	
9074.666667	1.11905E-9	9074.666667	2.13043E-10	
9077.333333	1.18437E-9	9077.333333	6.23618E-9	
9080	3.86516E-9	9080	3.40484E-9	
9082.666667	4.29672E-10	9082.666667	8.80988E-10	
9085.333333	6.07675E-9	9085.333333	7.90583E-11	
9088	8.49899E-10	9088	1.06112E-9	
9090.666667	1.90291E-9	9090.666667	3.01578E-9	
9093.333333	3.16188E-10	9093.333333	5.11184E-10	
9096	2.66496E-9	9096	1.66455E-9	
9098.666667	5.64861E-9	9098.666667	7.38901E-10	
9101.333333	5.05744E-9	9101.333333	1.67542E-9	
9104	8.08498E-10	9104	1.63514E-9	
9106.666667	2.39147E-10	9106.666667	1.15565E-10	
9109.333333	1.1993E-9	9109.333333	1.71986E-9	
9112	5.10398E-10	9112	1.53842E-9	
9114.666667	8.0749E-9	9114.666667	4.01967E-9	
9117.333333	1.67292E-11	9117.333333	3.88826E-10	
9120	7.73359E-11	9120	5.01238E-9	
9122.666667	3.70507E-11	9122.666667	2.73822E-10	
9125.333333	4.3358E-10	9125.333333	7.6212E-10	
9128	4.46635E-9	9128	1.49791E-9	
9130.666667	4.91269E-9	9130.666667	9.13164E-10	
9133.333333	2.92577E-8	9133.333333	1.57311E-8	
9136	9.91415E-10	9136	1.01706E-9	
9138.666667	3.14432E-10	9138.666667	5.30059E-10	
9141.333333	6.25261E-9	9141.333333	3.4167E-9	
9144	7.9968E-9	9144	6.89877E-9	
9146.666667	4.40143E-9	9146.666667	7.91006E-9	
9149.333333	1.45465E-8	9149.333333	8.50666E-9	
9152	1.98215E-8	9152	1.39273E-8	
9154.666667	1.26289E-8	9154.666667	8.56526E-9	
9157.333333	3.95433E-9	9157.333333	9.8054E-9	
9160	1.22719E-8	9160	9.6461E-9	
9162.666667	1.31381E-8	9162.666667	8.4619E-9	
9165.333333	4.44025E-9	9165.333333	1.80833E-8	
9168	1.08267E-10	9168	2.44219E-10	
9170.666667	1.69161E-9	9170.666667	2.93768E-9	
9173.333333	1.14114E-9	9173.333333	1.88417E-10	
9176	1.02259E-9	9176	2.7417E-9	
9178.666667	6.43556E-10	9178.666667	2.02925E-9	
9181.333333	1.70251E-9	9181.333333	5.35E-9	
9184	2.4339E-9	9184	6.27381E-11	
9186.666667	8.68972E-9	9186.666667	3.05233E-9	
9189.333333	4.09985E-8	9189.333333	2.02474E-9	
9192	3.15388E-8	9192	1.40512E-8	
9194.666667	1.65296E-8	9194.666667	1.24828E-8	
9197.333333	7.95298E-9	9197.333333	9.98574E-9	
9200	3.46445E-11	9200	3.14426E-9	
9202.666667	2.04248E-9	9202.666667	5.35835E-10	
9205.333333	2.57276E-9	9205.333333	6.85797E-9	
9208	5.55147E-9	9208	3.94924E-9	
9210.666667	6.75007E-9	9210.666667	3.73462E-9	
9213.333333	3.05157E-9	9213.333333	3.42086E-9	
9216	2.36472E-9	9216	3.92154E-9	
9218.666667	5.33069E-10	9218.666667	1.22343E-8	
9221.333333	3.46798E-9	9221.333333	3.62402E-9	
9224	6.21954E-9	9224	2.01471E-9	
9226.666667	1.10152E-9	9226.666667	2.02498E-9	
9229.333333	1.52716E-9	9229.333333	4.49688E-10	
9232	3.17756E-9	9232	1.61074E-9	
9234.666667	1.41139E-9	9234.666667	1.06274E-9	
9237.333333	9.28082E-9	9237.333333	2.81286E-9	
9240	1.42073E-9	9240	1.26285E-9	
9242.666667	6.81203E-9	9242.666667	2.26872E-9	
9245.333333	3.13087E-9	9245.333333	3.27376E-9	
9248	4.11568E-9	9248	1.71737E-9	
9250.666667	4.1593E-9	9250.666667	2.65886E-10	
9253.333333	4.12824E-9	9253.333333	4.13129E-9	
9256	5.91801E-9	9256	7.00445E-9	
9258.666667	1.07034E-9	9258.666667	1.33036E-12	
9261.333333	9.85163E-10	9261.333333	4.39955E-11	
9264	4.11235E-9	9264	1.31735E-9	
9266.666667	1.28619E-11	9266.666667	4.45821E-10	
9269.333333	3.13283E-10	9269.333333	5.62586E-10	
9272	2.03077E-9	9272	9.53721E-11	
9274.666667	1.81663E-9	9274.666667	2.95681E-9	
9277.333333	4.76932E-10	9277.333333	1.01762E-9	
9280	3.20973E-9	9280	3.35339E-10	
9282.666667	7.27048E-9	9282.666667	8.16986E-9	
9285.333333	8.65414E-9	9285.333333	1.80545E-9	
9288	1.37954E-9	9288	1.06266E-9	
9290.666667	1.06915E-9	9290.666667	1.23931E-9	
9293.333333	4.06122E-10	9293.333333	1.07178E-9	
9296	2.81748E-9	9296	2.54359E-9	
9298.666667	7.42495E-10	9298.666667	3.51247E-10	
9301.333333	1.49591E-9	9301.333333	4.64249E-10	
9304	1.55332E-9	9304	8.49764E-10	
9306.666667	2.76843E-10	9306.666667	3.8881E-10	
9309.333333	1.97549E-9	9309.333333	2.67435E-9	
9312	1.08193E-10	9312	1.85582E-9	
9314.666667	5.71656E-10	9314.666667	6.23139E-10	
9317.333333	3.44977E-10	9317.333333	4.70036E-9	
9320	3.89476E-10	9320	3.57113E-10	
9322.666667	1.79011E-9	9322.666667	2.60614E-9	
9325.333333	4.21779E-10	9325.333333	2.73504E-9	
9328	4.97273E-10	9328	2.04677E-9	
9330.666667	2.81782E-9	9330.666667	6.81801E-10	
9333.333333	7.24896E-10	9333.333333	1.05423E-10	
9336	7.23315E-10	9336	6.20121E-10	
9338.666667	2.39377E-9	9338.666667	1.73141E-9	
9341.333333	4.02866E-10	9341.333333	9.32826E-10	
9344	2.36488E-9	9344	5.80754E-11	
9346.666667	1.07954E-9	9346.666667	1.28099E-13	
9349.333333	4.0053E-10	9349.333333	4.4629E-10	
9352	9.2838E-11	9352	5.07602E-10	
9354.666667	5.16453E-9	9354.666667	1.94463E-9	
9357.333333	1.19158E-9	9357.333333	3.25154E-10	
9360	4.00113E-9	9360	3.00083E-10	
9362.666667	2.0907E-10	9362.666667	1.46751E-10	
9365.333333	5.24371E-9	9365.333333	4.04885E-9	
9368	3.4247E-10	9368	5.1873E-10	
9370.666667	7.33932E-9	9370.666667	2.01534E-9	
9373.333333	5.01196E-9	9373.333333	3.05907E-9	
9376	1.8566E-9	9376	1.8205E-9	
9378.666667	3.93963E-10	9378.666667	1.85107E-9	
9381.333333	5.74984E-9	9381.333333	4.44708E-9	
9384	1.9833E-9	9384	7.20173E-10	
9386.666667	5.45208E-9	9386.666667	3.77997E-9	
9389.333333	1.11917E-9	9389.333333	1.3887E-10	
9392	7.44267E-9	9392	5.70459E-10	
9394.666667	1.21893E-9	9394.666667	5.27965E-9	
9397.333333	8.761E-10	9397.333333	2.48581E-9	
9400	3.44278E-9	9400	6.66045E-11	
9402.666667	1.1985E-9	9402.666667	5.37783E-10	
9405.333333	1.03855E-9	9405.333333	2.31021E-10	
9408	3.00917E-9	9408	4.41488E-10	
9410.666667	1.80324E-8	9410.666667	2.57535E-9	
9413.333333	1.23147E-8	9413.333333	2.60875E-9	
9416	3.01461E-9	9416	3.32078E-9	
9418.666667	3.01713E-9	9418.666667	5.96903E-9	
9421.333333	1.00193E-9	9421.333333	5.25171E-9	
9424	9.89929E-9	9424	4.7966E-9	
9426.666667	1.22773E-9	9426.666667	4.59473E-9	
9429.333333	4.96677E-9	9429.333333	3.36453E-9	
9432	7.09542E-10	9432	1.61312E-9	
9434.666667	6.93771E-9	9434.666667	1.92455E-9	
9437.333333	1.45714E-9	9437.333333	1.27307E-9	
9440	3.28248E-9	9440	4.50965E-10	
9442.666667	1.99648E-9	9442.666667	7.93913E-9	
9445.333333	2.22113E-8	9445.333333	1.08312E-8	
9448	7.37187E-9	9448	1.39356E-8	
9450.666667	2.3945E-9	9450.666667	2.53098E-9	
9453.333333	7.77507E-10	9453.333333	1.34247E-10	
9456	1.72844E-9	9456	5.693E-10	
9458.666667	2.97862E-10	9458.666667	1.89136E-9	
9461.333333	3.33663E-9	9461.333333	1.2051E-8	
9464	9.5224E-10	9464	5.97998E-9	
9466.666667	1.72139E-9	9466.666667	6.53888E-9	
9469.333333	2.6341E-9	9469.333333	1.43245E-9	
9472	7.87943E-9	9472	2.63351E-9	
9474.666667	9.68786E-9	9474.666667	6.73223E-9	
9477.333333	7.9129E-9	9477.333333	8.23936E-9	
9480	7.18946E-9	9480	5.87297E-9	
9482.666667	1.36446E-8	9482.666667	5.0181E-9	
9485.333333	4.58065E-9	9485.333333	6.85468E-9	
9488	5.08857E-9	9488	2.1846E-9	
9490.666667	4.67991E-9	9490.666667	4.37321E-9	
9493.333333	6.28372E-10	9493.333333	3.61207E-9	
9496	6.09619E-11	9496	5.11996E-11	
9498.666667	1.2448E-9	9498.666667	3.45189E-10	
9501.333333	1.59014E-9	9501.333333	1.81343E-9	
9504	2.16139E-9	9504	3.54011E-10	
9506.666667	1.25581E-9	9506.666667	1.98477E-10	
9509.333333	1.21953E-9	9509.333333	1.63033E-9	
9512	1.78087E-9	9512	2.64823E-9	
9514.666667	2.62904E-10	9514.666667	1.67592E-10	
9517.333333	1.57644E-9	9517.333333	3.17312E-9	
9520	1.80447E-9	9520	2.15307E-9	
9522.666667	1.43615E-9	9522.666667	2.15417E-10	
9525.333333	8.55649E-10	9525.333333	1.1244E-9	
9528	3.33773E-9	9528	2.21402E-9	
9530.666667	5.3012E-10	9530.666667	4.388E-10	
9533.333333	9.30933E-9	9533.333333	5.74738E-9	
9536	1.78722E-9	9536	4.0441E-9	
9538.666667	8.556E-10	9538.666667	1.43706E-9	
9541.333333	4.57541E-10	9541.333333	1.96473E-9	
9544	4.57086E-9	9544	3.23102E-9	
9546.666667	3.27634E-10	9546.666667	4.56423E-11	
9549.333333	1.43341E-9	9549.333333	1.07296E-9	
9552	9.19837E-11	9552	1.94903E-9	
9554.666667	7.9842E-10	9554.666667	1.40572E-9	
9557.333333	5.90666E-10	9557.333333	8.6596E-10	
9560	2.82206E-9	9560	7.59589E-10	
9562.666667	1.91552E-9	9562.666667	2.49668E-9	
9565.333333	1.78172E-9	9565.333333	6.76957E-10	
9568	5.40059E-9	9568	3.23378E-9	
9570.666667	4.46083E-9	9570.666667	2.11261E-9	
9573.333333	2.77981E-9	9573.333333	1.52527E-9	
9576	5.47431E-10	9576	4.46314E-9	
9578.666667	3.6346E-9	9578.666667	3.67698E-9	
9581.333333	5.30881E-11	9581.333333	3.19809E-9	
9584	3.24993E-9	9584	5.44679E-9	
9586.666667	3.30967E-10	9586.666667	1.00011E-9	
9589.333333	6.17479E-9	9589.333333	4.07482E-10	
9592	3.68458E-9	9592	3.55784E-9	
9594.666667	1.57628E-9	9594.666667	4.88935E-11	
9597.333333	1.4423E-9	9597.333333	3.61516E-9	
9600	4.9591E-9	9600	4.34681E-9	
9602.666667	2.55902E-10	9602.666667	9.2088E-10	
9605.333333	1.0232E-9	9605.333333	7.82931E-10	
9608	3.61353E-9	9608	4.46556E-9	
9610.666667	1.39791E-9	9610.666667	2.06415E-9	
9613.333333	2.16313E-9	9613.333333	3.21655E-10	
9616	7.134E-9	9616	1.27002E-8	
9618.666667	5.22109E-12	9618.666667	1.05604E-8	
9621.333333	2.52841E-9	9621.333333	4.03823E-11	
9624	1.09614E-9	9624	5.64479E-9	
9626.666667	2.63667E-10	9626.666667	2.46345E-9	
9629.333333	9.5193E-9	9629.333333	5.83226E-9	
9632	1.96071E-9	9632	4.16477E-9	
9634.666667	6.9296E-9	9634.666667	2.6108E-9	
9637.333333	5.46072E-10	9637.333333	9.07281E-10	
9640	8.23593E-9	9640	2.86856E-10	
9642.666667	2.80906E-9	9642.666667	4.33109E-9	
